Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
Sub-County Place,Teviston CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Thermal CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Thermalito CDP,1991,Annual,"2,300","1,900",400,15.6%,N,Final
Sub-County Place,Thornton CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Thousand Oaks city,1991,Annual,"61,600","57,700","3,900",6.3%,N,Final
Sub-County Place,Thousand Palms CDP,1991,Annual,"1,700","1,500",200,9.6%,N,Final
Sub-County Place,Three Rivers CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Three Rocks CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Tiburon town,1991,Annual,"4,400","4,200",100,2.7%,N,Final
Sub-County Place,Timber Cove CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Tipton CDP,1991,Annual,600,500,100,24.2%,N,Final
Sub-County Place,Tobin CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Tomales CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Tonyville CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Tooleville CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Topanga CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Topaz CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Toro Canyon CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Torrance city,1991,Annual,"74,700","71,400","3,200",4.3%,N,Final
Sub-County Place,Tracy city,1991,Annual,"18,300","16,500","1,800",10%,N,Final
Sub-County Place,Tranquillity CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Traver CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Tres Pinos CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Trinidad city,1991,Annual,100,100,0,3.5%,N,Final
Sub-County Place,Trinity Center CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Trinity Village CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Trona CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Trowbridge CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Truckee town,1991,Annual,"2,200","2,100",100,5.6%,N,Final
Sub-County Place,Tulare city,1991,Annual,"15,800","13,400","2,500",15.6%,N,Final
Sub-County Place,Tulelake city,1991,Annual,400,400,100,15.7%,N,Final
Sub-County Place,Tuolumne City CDP,1991,Annual,700,600,100,17.1%,N,Final
Sub-County Place,Tupman CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Turlock city,1991,Annual,"21,200","18,500","2,800",13%,N,Final
Sub-County Place,Tustin city,1991,Annual,"27,900","26,400","1,500",5.3%,N,Final
Sub-County Place,Tuttle CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Tuttletown CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Twain CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Twain Harte CDP,1991,Annual,800,800,100,7.9%,N,Final
Sub-County Place,Twentynine Palms city,1991,Annual,"4,500","3,900",600,12.6%,N,Final
Sub-County Place,Twin Lakes CDP,1991,Annual,"3,300","3,100",200,7.5%,N,Final
Sub-County Place,Ukiah city,1991,Annual,"6,700","6,000",700,10.1%,N,Final
Sub-County Place,Union City city,1991,Annual,"28,900","27,700","1,200",4%,N,Final
Sub-County Place,University of California Davis CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,University of California Merced CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Upland city,1991,Annual,"34,400","32,400","1,900",5.6%,N,Final
Sub-County Place,Upper Lake CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Vacaville city,1991,Annual,"33,700","32,000","1,700",5.1%,N,Final
Sub-County Place,Val Verde CDP,1991,Annual,700,700,0,5%,N,Final
Sub-County Place,Valinda CDP,1991,Annual,"8,700","7,900",800,9.4%,N,Final
Sub-County Place,Valle Vista CDP,1991,Annual,"2,400","2,200",200,9%,N,Final
Sub-County Place,Vallecito CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Vallejo city,1991,Annual,"52,500","48,900","3,600",6.9%,N,Final
Sub-County Place,Valley Acres CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Valley Center CDP,1991,Annual,700,700,100,7.7%,N,Final
Sub-County Place,Valley Ford CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Valley Home CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Valley Ranch CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Valley Springs CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Valley Wells CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Vandenberg AFB CDP,1991,Annual,"2,200","2,000",100,6.7%,N,Final
Sub-County Place,Vandenberg Village CDP,1991,Annual,"2,900","2,800",100,3.6%,N,Final
Sub-County Place,Verdi CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Vernon city,1991,Annual,100,100,0,2.7%,N,Final
Sub-County Place,Victor CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Victorville city,1991,Annual,"16,700","14,800","1,900",11.2%,N,Final
Sub-County Place,View Park-Windsor Hills CDP,1991,Annual,"6,500","6,100",400,5.8%,N,Final
Sub-County Place,Villa Park city,1991,Annual,"3,400","3,300",100,3.3%,N,Final
Sub-County Place,Vina CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Vincent CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Vine Hill CDP,1991,Annual,"1,700","1,600",100,5.5%,N,Final
Sub-County Place,Vineyard CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Visalia city,1991,Annual,"37,900","33,400","4,500",11.9%,N,Final
Sub-County Place,Vista city,1991,Annual,"34,100","31,700","2,400",7.1%,N,Final
Sub-County Place,Vista Santa Rosa CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Volcano CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Volta CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Walker CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Wallace CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Walnut city,1991,Annual,"15,300","14,600",700,4.7%,N,Final
Sub-County Place,Walnut Creek city,1991,Annual,"32,600","31,400","1,200",3.6%,N,Final
Sub-County Place,Walnut Grove CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Walnut Park CDP,1991,Annual,"6,700","6,100",600,9.2%,N,Final
Sub-County Place,Warm Springs CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Warner Valley CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Wasco city,1991,Annual,"5,700","4,500","1,300",21.9%,N,Final
Sub-County Place,Washington CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Waterford city,1991,Annual,"2,100","1,700",400,20.4%,N,Final
Sub-County Place,Waterloo CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Watsonville city,1991,Annual,"17,000","13,900","3,100",18%,N,Final
Sub-County Place,Waukena CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Wawona CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Weaverville CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Weed city,1991,Annual,"1,100",900,100,13.7%,N,Final
Sub-County Place,Weedpatch CDP,1991,Annual,800,500,300,40.6%,N,Final
Sub-County Place,Weldon CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Weott CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,West Athens CDP,1991,Annual,"4,200","3,700",500,12.1%,N,Final
Sub-County Place,West Bishop CDP,1991,Annual,"1,200","1,100",0,4.3%,N,Final
Sub-County Place,West Carson CDP,1991,Annual,"11,000","10,500",500,4.3%,N,Final
Sub-County Place,West Covina city,1991,Annual,"49,400","46,700","2,700",5.4%,N,Final
Sub-County Place,West Goshen CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,West Hollywood city,1991,Annual,"23,400","21,600","1,800",7.6%,N,Final
Sub-County Place,West Menlo Park CDP,1991,Annual,"2,200","2,200",100,2.5%,N,Final
Sub-County Place,West Modesto CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,West Park CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,West Point CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,West Puente Valley CDP,1991,Annual,"9,400","8,500",900,9.4%,N,Final
Sub-County Place,West Rancho Dominguez CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,West Sacramento city,1991,Annual,"13,700","12,300","1,400",10.2%,N,Final
Sub-County Place,West Whittier-Los Nietos CDP,1991,Annual,"11,400","10,400","1,000",8.7%,N,Final
Sub-County Place,Westhaven-Moonstone CDP,1991,Annual,500,500,0,9.7%,N,Final
Sub-County Place,Westlake Village city,1991,Annual,"4,100","4,000",100,3%,N,Final
Sub-County Place,Westley CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Westminster city,1991,Annual,"41,100","38,500","2,600",6.2%,N,Final
Sub-County Place,Westmont CDP,1991,Annual,"12,900","11,100","1,800",14%,N,Final
Sub-County Place,Westmorland city,1991,Annual,700,400,300,41.9%,N,Final
Sub-County Place,Westwood CDP,1991,Annual,800,600,200,20.2%,N,Final
Sub-County Place,Wheatland city,1991,Annual,800,700,100,8.6%,N,Final
Sub-County Place,Whitehawk CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Whitewater CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Whitley Gardens CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Whittier city,1991,Annual,"38,300","36,300","2,000",5.3%,N,Final
Sub-County Place,Wildomar city,1991,Annual,"4,500","4,100",400,8.4%,N,Final
Sub-County Place,Wilkerson CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Williams city,1991,Annual,"1,200","1,000",200,17.8%,N,Final
Sub-County Place,Willits city,1991,Annual,"2,200","2,000",200,10.4%,N,Final
Sub-County Place,Willow Creek CDP,1991,Annual,700,600,100,16.6%,N,Final
Sub-County Place,Willowbrook CDP,1991,Annual,"11,500","9,700","1,800",15.5%,N,Final
Sub-County Place,Willows city,1991,Annual,"2,500","2,200",400,14.1%,N,Final
Sub-County Place,Wilsonia CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Wilton CDP,1991,Annual,"2,200","2,100",100,2.8%,N,Final
Sub-County Place,Winchester CDP,1991,Annual,600,600,100,11.6%,N,Final
Sub-County Place,Windsor town,1991,Annual,"7,000","6,600",400,6.2%,N,Final
Sub-County Place,Winter Gardens CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Winterhaven CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Winters city,1991,Annual,"2,400","2,200",200,8.1%,N,Final
Sub-County Place,Winton CDP,1991,Annual,"3,100","2,500",600,20%,N,Final
Sub-County Place,Wofford Heights CDP,1991,Annual,700,700,0,6.7%,N,Final
Sub-County Place,Woodacre CDP,1991,Annual,900,900,0,1.9%,N,Final
Sub-County Place,Woodbridge CDP,1991,Annual,"1,900","1,700",200,8.5%,N,Final
Sub-County Place,Woodcrest CDP,1991,Annual,"4,300","4,000",300,6.2%,N,Final
Sub-County Place,Woodlake city,1991,Annual,"2,600","2,100",500,19.7%,N,Final
Sub-County Place,Woodland city,1991,Annual,"22,000","20,200","1,900",8.6%,N,Final
Sub-County Place,Woodlands CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Woodside town,1991,Annual,"2,700","2,700",0,0.7%,N,Final
Sub-County Place,Woodville CDP,1991,Annual,900,600,200,27%,N,Final
Sub-County Place,Wrightwood CDP,1991,Annual,"1,600","1,600",100,3.2%,N,Final
Sub-County Place,Yankee Hill CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Yettem CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Yolo CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Yorba Linda city,1991,Annual,"29,000","28,100",900,3%,N,Final
Sub-County Place,Yosemite Lakes CDP,1991,Annual,"1,100","1,100",100,5.5%,N,Final
Sub-County Place,Yosemite Valley CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Yountville city,1991,Annual,900,800,0,3.7%,N,Final
Sub-County Place,Yreka city,1991,Annual,"3,100","2,800",300,10%,N,Final
Sub-County Place,Yuba City city,1991,Annual,"14,900","12,000","2,900",19.4%,N,Final
Sub-County Place,Yucaipa city,1991,Annual,"13,600","12,800",800,5.6%,N,Final
Sub-County Place,Yucca Valley town,1991,Annual,"4,900","4,500",400,8.4%,N,Final
Sub-County Place,Zayante CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Acton CDP,1990,Annual,700,700,0,2.3%,N,Final
Sub-County Place,Adelanto city,1990,Annual,"2,700","2,300",400,13.9%,N,Final
Sub-County Place,Agoura Hills city,1990,Annual,"11,400","11,000",300,2.9%,N,Final
Sub-County Place,Alameda city,1990,Annual,"37,400","36,300","1,100",2.9%,N,Final
Sub-County Place,Alamo CDP,1990,Annual,"6,400","6,300",100,1.9%,N,Final
Sub-County Place,Albany city,1990,Annual,"8,900","8,800",200,2%,N,Final
Sub-County Place,Alhambra city,1990,Annual,"41,000","39,000","2,000",4.8%,N,Final
Sub-County Place,Aliso Viejo city,1990,Annual,"5,100","5,000",100,2.2%,N,Final
Sub-County Place,Alondra Park CDP,1990,Annual,"6,300","5,900",400,6.3%,N,Final
Sub-County Place,Alpaugh CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Alpine Village CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Alta Sierra CDP,1990,Annual,"2,400","2,300",100,4.1%,N,Final
Sub-County Place,Altadena CDP,1990,Annual,"22,200","21,000","1,200",5.2%,N,Final
Sub-County Place,Alturas city,1990,Annual,"1,300","1,200",100,8.5%,N,Final
Sub-County Place,Amador City city,1990,Annual,100,100,0,2.7%,N,Final
Sub-County Place,American Canyon city,1990,Annual,"3,800","3,700",100,3.3%,N,Final
Sub-County Place,Anaheim city,1990,Annual,"149,500","143,400","6,100",4.1%,N,Final
Sub-County Place,Anderson city,1990,Annual,"3,400","2,900",400,12.4%,N,Final
Sub-County Place,Angels city,1990,Annual,"1,100","1,000",100,6.4%,N,Final
Sub-County Place,Angwin CDP,1990,Annual,"2,200","2,100",100,4.2%,N,Final
Sub-County Place,Antelope CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Antioch city,1990,Annual,"32,200","30,500","1,700",5.4%,N,Final
Sub-County Place,Apple Valley town,1990,Annual,"19,600","18,400","1,200",6%,N,Final
Sub-County Place,Aptos CDP,1990,Annual,"5,800","5,600",200,3.5%,N,Final
Sub-County Place,Aptos Hills-Larkin Valley CDP,1990,Annual,"1,300","1,200",100,5.4%,N,Final
Sub-County Place,Arbuckle CDP,1990,Annual,900,700,200,22.7%,N,Final
Sub-County Place,Arcadia city,1990,Annual,"24,400","23,700",700,2.9%,N,Final
Sub-County Place,Arcata city,1990,Annual,"7,700","7,000",700,8.7%,N,Final
Sub-County Place,Arden-Arcade CDP,1990,Annual,"49,700","47,900","1,800",3.6%,N,Final
Sub-County Place,Armona CDP,1990,Annual,"1,400","1,200",100,10.8%,N,Final
Sub-County Place,Arnold CDP,1990,Annual,"1,500","1,400",100,7.3%,N,Final
Sub-County Place,Aromas CDP,1990,Annual,"1,400","1,400",100,6%,N,Final
Sub-County Place,Arroyo Grande city,1990,Annual,"6,600","6,300",300,4.6%,N,Final
Sub-County Place,Artesia city,1990,Annual,"7,300","6,900",400,5.3%,N,Final
Sub-County Place,Arvin city,1990,Annual,"4,500","3,400","1,100",24.8%,N,Final
Sub-County Place,Ashland CDP,1990,Annual,"8,100","7,600",500,6.8%,N,Final
Sub-County Place,Atascadero city,1990,Annual,"11,700","11,300",400,3.6%,N,Final
Sub-County Place,Atherton town,1990,Annual,"3,600","3,600",0,1.1%,N,Final
Sub-County Place,Atwater city,1990,Annual,"9,000","8,000","1,000",11.5%,N,Final
Sub-County Place,Auberry CDP,1990,Annual,800,700,100,7.3%,N,Final
Sub-County Place,Auburn city,1990,Annual,"5,200","5,000",200,3.7%,N,Final
Sub-County Place,August CDP,1990,Annual,"2,800","2,300",500,17.3%,N,Final
Sub-County Place,Avalon city,1990,Annual,"1,700","1,700",100,2.9%,N,Final
Sub-County Place,Avenal city,1990,Annual,"2,000","1,600",300,17.3%,N,Final
Sub-County Place,Avery CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Avocado Heights CDP,1990,Annual,"6,900","6,400",600,8.1%,N,Final
Sub-County Place,Azusa city,1990,Annual,"21,100","19,700","1,400",6.7%,N,Final
Sub-County Place,Bakersfield city,1990,Annual,"89,900","82,700","7,200",8%,N,Final
Sub-County Place,Baldwin Park city,1990,Annual,"30,900","28,800","2,100",6.8%,N,Final
Sub-County Place,Banning city,1990,Annual,"7,500","6,600",800,11.1%,N,Final
Sub-County Place,Barstow city,1990,Annual,"9,100","8,500",700,7.3%,N,Final
Sub-County Place,Bay Point CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Bayview CDP (Contra Costa County),1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Bayview CDP (Humboldt County),1990,Annual,700,700,100,8%,N,Final
Sub-County Place,Beale AFB CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Bear Valley CDP (Alpine County),1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Bear Valley Springs CDP,1990,Annual,600,500,0,8.1%,N,Final
Sub-County Place,Beaumont city,1990,Annual,"4,000","3,600",400,9.6%,N,Final
Sub-County Place,Beckwourth CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Belden CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Bell city,1990,Annual,"14,500","13,000","1,400",10%,N,Final
Sub-County Place,Bell Gardens city,1990,Annual,"17,100","15,200","1,900",10.9%,N,Final
Sub-County Place,Bellflower city,1990,Annual,"32,100","30,600","1,500",4.7%,N,Final
Sub-County Place,Belmont city,1990,Annual,"15,500","15,200",300,2.1%,N,Final
Sub-County Place,Ben Lomond CDP,1990,Annual,"4,900","4,700",300,5.3%,N,Final
Sub-County Place,Benicia city,1990,Annual,"13,900","13,500",400,3.2%,N,Final
Sub-County Place,Berkeley city,1990,Annual,"59,500","57,200","2,200",3.7%,N,Final
Sub-County Place,Bermuda Dunes CDP,1990,Annual,"2,600","2,500",100,2%,N,Final
Sub-County Place,Bertsch-Oceanview CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Bethel Island CDP,1990,Annual,"1,200","1,200",100,5.1%,N,Final
Sub-County Place,Beverly Hills city,1990,Annual,"17,500","16,900",500,3%,N,Final
Sub-County Place,Big Bear City CDP,1990,Annual,"2,100","2,000",100,4.7%,N,Final
Sub-County Place,Big Bear Lake city,1990,Annual,"2,600","2,500",100,4.4%,N,Final
Sub-County Place,Big Pine CDP,1990,Annual,400,400,0,1%,N,Final
Sub-County Place,Big River CDP,1990,Annual,200,200,0,1.6%,N,Final
Sub-County Place,Biggs city,1990,Annual,600,600,100,12.4%,N,Final
Sub-County Place,Biola CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Bishop city,1990,Annual,"1,400","1,300",100,5.2%,N,Final
Sub-County Place,Blackhawk CDP,1990,Annual,"3,400","3,400",100,1.6%,N,Final
Sub-County Place,Bloomington CDP,1990,Annual,"6,400","5,800",600,8.8%,N,Final
Sub-County Place,Blue Lake city,1990,Annual,600,600,0,6.1%,N,Final
Sub-County Place,Bluewater CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Blythe city,1990,Annual,"3,800","3,500",200,6.2%,N,Final
Sub-County Place,Bodega Bay CDP,1990,Annual,500,500,0,1.8%,N,Final
Sub-County Place,Bodfish CDP,1990,Annual,400,400,0,6.4%,N,Final
Sub-County Place,Bonadelle Ranchos-Madera Ranchos CDP,1990,Annual,"3,000","2,900",200,6.1%,N,Final
Sub-County Place,Bonita CDP,1990,Annual,"6,500","6,200",300,4.4%,N,Final
Sub-County Place,Bootjack CDP,1990,Annual,500,500,0,2.9%,N,Final
Sub-County Place,Boron CDP,1990,Annual,"1,200","1,100",100,11.4%,N,Final
Sub-County Place,Boronda CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Bostonia CDP,1990,Annual,"6,700","6,400",300,4.2%,N,Final
Sub-County Place,Boulder Creek CDP,1990,Annual,"4,100","3,700",300,8.6%,N,Final
Sub-County Place,Boyes Hot Springs CDP,1990,Annual,"3,300","3,200",100,4.2%,N,Final
Sub-County Place,Bradbury city,1990,Annual,400,400,0,2.3%,N,Final
Sub-County Place,Bradley CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Brawley city,1990,Annual,"8,600","6,300","2,200",26%,N,Final
Sub-County Place,Brea city,1990,Annual,"19,600","19,200",500,2.4%,N,Final
Sub-County Place,Brentwood city,1990,Annual,"3,700","3,500",200,6.1%,N,Final
Sub-County Place,Bret Harte CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Brisbane city,1990,Annual,"1,800","1,700",100,3.2%,N,Final
Sub-County Place,Broadmoor CDP,1990,Annual,"2,000","1,900",0,1.9%,N,Final
Sub-County Place,Bucks Lake CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Buellton city,1990,Annual,"2,000","1,900",100,3.6%,N,Final
Sub-County Place,Buena Park city,1990,Annual,"37,200","35,700","1,500",4.2%,N,Final
Sub-County Place,Buena Vista CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Burbank city,1990,Annual,"52,600","50,500","2,100",4.1%,N,Final
Sub-County Place,Burlingame city,1990,Annual,"15,700","15,400",300,1.7%,N,Final
Sub-County Place,Burney CDP,1990,Annual,"1,400","1,300",200,12.6%,N,Final
Sub-County Place,Buttonwillow CDP,1990,Annual,500,500,0,3.3%,N,Final
Sub-County Place,Byron CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Bystrom CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Cabazon CDP,1990,Annual,500,500,0,8.4%,N,Final
Sub-County Place,Calabasas city,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Calexico city,1990,Annual,"7,700","5,100","2,600",33.6%,N,Final
Sub-County Place,California City city,1990,Annual,"3,000","2,700",300,9.9%,N,Final
Sub-County Place,Calimesa city,1990,Annual,"1,800","1,700",100,4.7%,N,Final
Sub-County Place,Calipatria city,1990,Annual,"1,100",800,300,31.4%,N,Final
Sub-County Place,Calistoga city,1990,Annual,"2,100","2,000",100,5%,N,Final
Sub-County Place,Calwa CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Camarillo city,1990,Annual,"26,800","25,600","1,200",4.6%,N,Final
Sub-County Place,Cambria CDP,1990,Annual,"2,400","2,400",100,2.9%,N,Final
Sub-County Place,Cameron Park CDP,1990,Annual,"6,400","6,200",200,3.2%,N,Final
Sub-County Place,Campbell city,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Cantua Creek CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Canyon Lake city,1990,Annual,"3,600","3,500",100,3.3%,N,Final
Sub-County Place,Canyondam CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Capitola city,1990,Annual,"6,300","5,900",300,5.3%,N,Final
Sub-County Place,Carlsbad city,1990,Annual,"34,700","33,400","1,300",3.7%,N,Final
Sub-County Place,Carmel Valley Village CDP,1990,Annual,"2,500","2,400",100,5.2%,N,Final
Sub-County Place,Carmel-by-the-Sea city,1990,Annual,"2,200","2,200",100,2.8%,N,Final
Sub-County Place,Carmichael CDP,1990,Annual,"25,600","24,800",900,3.4%,N,Final
Sub-County Place,Carpinteria city,1990,Annual,"7,900","7,600",300,3.4%,N,Final
Sub-County Place,Carson city,1990,Annual,"43,900","41,400","2,500",5.8%,N,Final
Sub-County Place,Cartago CDP,1990,Annual,0,0,0,0%,N,Final
Sub-County Place,Caruthers CDP,1990,Annual,800,800,100,9.6%,N,Final
Sub-County Place,Casa Conejo CDP,1990,Annual,"1,900","1,800",100,5.5%,N,Final
